Release Date,Season,Episode,Episode Title,Name,Sentence
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,sam tarly,"I could take up Jon's duties while he's gone, my lord. It would be no trouble."
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,I'm not cut out for this sort of work.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,Where do you think Jon is right now?
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,"He's not dead. No, Jon's a great fighter."
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,He's got a Valyrian steel sword.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,And Qhorin Halfhand is the greatest ranger alive.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,The First Men made these marks. Help me with it.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,That's a Night's Watch cloak.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,Oh. Must be dragonglass.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,sam tarly,The maesters call it obsidian.
2012-06-03,Season 2,Episode 10,Valar Morghulis,sam tarly,"If you step back and think about it, the thing about Gilly that's so interesting is"
2012-06-03,Season 2,Episode 10,Valar Morghulis,sam tarly,"No, truly. The thing about her that I find so interesting is that after all that Craster's done to her, she's still got hope that life might get better."
2012-06-03,Season 2,Episode 10,Valar Morghulis,sam tarly,And the thing about you that I find so interesting is absolutely nothing.
2012-06-03,Season 2,Episode 10,Valar Morghulis,sam tarly,It's Jon and the Halfhand. They're back.
2012-06-03,Season 2,Episode 10,Valar Morghulis,sam tarly,Wait! Wait for me!
2012-06-03,Season 2,Episode 10,Valar Morghulis,sam tarly,Grenn!
2012-06-03,Season 2,Episode 10,Valar Morghulis,sam tarly,Edd!
2013-03-31,Season 3,Episode 1,Valar Dohaeris,sam tarly,Brother?
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",sam tarly,No.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",sam tarly,I can't.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",sam tarly,You don't care.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",sam tarly,"You left me. When the white walkers came, you left me."
2013-04-14,Season 3,Episode 3,Walk of Punishment,sam tarly,Ghost?
2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,sam tarly,I'm sorry. He's beautiful.
2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,sam tarly,He's beautiful. Does he have a name?
2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,sam tarly,Are you going to give him one?
2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,sam tarly,Gilly.
2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,sam tarly,I wanted you to have it.
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"But the more wood, the bigger the fire."
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,Huh. You know your fires.
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"It doesn't get so cold down in the Reach. And there were servants, of course."
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"Oh, I found something at the Fist of the First Men. Buried treasure. Thousands of years old. I think."
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"I'm not sure that it does anything. It's beautiful, though, isn't it?"
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,Not so far. A few more days.
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,Bigger. So big you can't even see the top sometimes. It's hidden in clouds.
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"I'm not. It's seven hundred feet high, all made of ice. On a warm day you can see it weeping. Castle Black is nice enough. They keep a fire burning in the long hall day and night. And Hobb makes venison stew with onions. Very tasty. Sometimes, one of the brothers will sing. Dareon sings best."
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"No. No, no, no. Not very well."
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"Oh, all right. Let's see."
2013-05-05,Season 3,Episode 6,The Climb,sam tarly,"Oh ahem. The father's face is stern and strong / He sits and judges right from wrong / He weighs our lives, the short and long / And loves the little children / The mother gives the gift of life / And watches over every wife / Her gentle smile ends all strife /And she loves her little children."
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,It's getting dark. We could stay here for the night.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,How hard can it be to build a fire?
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,He winked at me before.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,I saw him wink at me.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,I suppose it's a rather philosophical difference between a wink and a blink.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,"Well, I mean, there's no real difference."
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,You thought of a name yet? It would be easier to refer to him if he had a name.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,What? No. This is just the way I talk.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,Don't you think he should have a name?
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,"Let's see, there's Duncan, Kevan, Jo,n Guymon, Feldan, Tristifer."
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,"Uh, yes. Maybe that's not-"
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,"That's a lovely idea, but Mormont's a last name."
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,"Well, it's a family name. For instance, I'm Samwell Tarly. Samwell is my birth name and Tarly is my family name. You see? So my father is also a Tarly."
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,"No, Randyll Tarly."
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,Please don't name him Randyll.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,Different manner of cruel.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,I'll be back. I just want to look.
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,Go inside. Go back inside. I'll-
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,Stay back!
2013-05-19,Season 3,Episode 8,Second Sons,sam tarly,You stay back!
2013-06-02,Season 3,Episode 9,The Rains of Castamere,sam tarly,"We're west of Castle Black, but the Nightfort's closest to us. It was the first castle on the Wall. The Watch abandoned it during the reign of King Jaehaerys I. Too big, impossible to maintain. Other than Castle Black itself, the Nightfort's the perfect castle for us. It's got a secret sally port, the Black Gate, as old as the Wall itself. No one's used it for centuries, most likely. It leads through the Wall right down into the Nightfort, if no one knows how to find it, which, it just so happens I do."
2013-06-02,Season 3,Episode 9,The Rains of Castamere,sam tarly,I read about it in a very old book.
2013-06-02,Season 3,Episode 9,The Rains of Castamere,sam tarly,Yes.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,Don't kill me!
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,To Castle Black. I'm a brother of the Night's Watch.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,Who's your brother?
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,You're Jon's brother. The one who fell from the window.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,I've been around Ghost enough to know a direwolf when I see one. And I've heard all about Hodor.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"I'd be dead if it wasn't for Jon. If you're his brother, you're my brother, too. And anything I can do to help you, I will."
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,What? Why in the world would you want to go-
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,Come with us. There are steps carved into the south side of the Wall. Hodor can carry you to the top. We'll walk straight to Castle Black.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"If Jon is alive, then Castle Black's where he'll be. It's the safest place for you."
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"What I know is what I saw. And if you saw it, too, you'd run the other way."
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,How do you know all that?
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,But you're going to stop them?
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,We found them at the Fist. Someone buried them a long time ago. Someone wanted us to find them.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,Killing White Walkers.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"Well, I suppose someone had to be the first."
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"And the archer. I got lucky with one of them. There are more. Many more. And for every one of them, the dead men, more than you could count. I wish you'd come with us."
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,I know how this must look. What I meant was-
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,Maester.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,She hasn't chosen a name yet.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"He's not my child, Maester Aemon. She's one of Craster's wives. I remember every word of the oath. Night gathers and my watch begins. I am the shield that guards the realms of men. The realms of men. That means her as well as us. We didn't build five hundred miles of ice walls seve hundred feet high to keep men out. The night is gathering, Maester Aemon. I've seen it. It's coming for all of us."
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,Miles better.
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"Jon! Jon! Jon, it's us."
2013-06-09,Season 3,Episode 10,Mhysa,sam tarly,"Hush, now. You're home. Carry him inside. Gently."
2014-04-06,Season 4,Episode 1,Two Swords,sam tarly,Sometimes I want to hate you.
2014-04-06,Season 4,Episode 1,Two Swords,sam tarly,"Well, you're better than me at everything. Except reading."
2014-04-06,Season 4,Episode 1,Two Swords,sam tarly,They're... they're ready for you.
2014-04-06,Season 4,Episode 1,Two Swords,sam tarly,No one's going to hang you. You've done nothing wrong.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,She's not a whore.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,They all think I'm lying.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,Killing the white Walker.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,But you're the only one that saw it. And they all think you're just a...
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,"Well, a wildling."
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,"It's not a very nice word, I suppose."
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,So... are you all right? No one bothering you?
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,I worry about it sometimes. All the time.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,"100 men, one woman."
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,That's the only thing they think about.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,I'm not being silly. There's 100 men lying awake at night picturing you.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,What about me? Gilly? I worry about you.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,For what?
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,"I don't know if you're safe here. They're my brothers, but some of them were thieves before they came here. Some of them were rapers. You saw what they did at your father's keep."
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,Maybe you'd be safer in Mole's Town.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,Bored of you? I... I want to protect you.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,"He's seen some adventures, hasn't he?"
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,That's right. She'll clean and cook and look after the other girls' babies.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,No other work.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,I promise to come back and visit whenever I can. You'll be safer here. Who's gonna protect you at Castle Black? Me?
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,"This is different. They're brothers of the Night's Watch and I can't just stab them in the back and I can't run away, which is what we did at Craster's."
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,You have to trust me. It's for the best.
2014-04-20,Season 4,Episode 3,Breaker of Chains,sam tarly,"Oh, Gilly. Please don't."
2014-04-27,Season 4,Episode 4,Oathkeeper,sam tarly,I should neverhave taken her away.
2014-04-27,Season 4,Episode 4,Oathkeeper,sam tarly,"She's not safe out there. I should have known. You told us there were wildlings south of the Wall. If they're raiding the smaller villages, Mole's Town could be next."
2014-04-27,Season 4,Episode 4,Oathkeeper,sam tarly,I should go back for Gilly.
2014-04-27,Season 4,Episode 4,Oathkeeper,sam tarly,I remember when you disobeyed orders and rode south to help Robb.
2014-04-27,Season 4,Episode 4,Oathkeeper,sam tarly,"I wish I could have convinced him to come back with me. I tried. Really, I did."
2014-04-27,Season 4,Episode 4,Oathkeeper,sam tarly,I don't know. They'd pass wildling villages. They could try to find shelter at one of them.
2014-04-27,Season 4,Episode 4,Oathkeeper,sam tarly,Craster's? You think Bra nmight have found...
2014-05-18,Season 4,Episode 7,Mockingbird,sam tarly,"All right, Jon?"
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,sam tarly,I should never have left her there.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,sam tarly,Of course I couldo ve known. They were raiding the villages close by.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,sam tarly,She's dead because of me.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,sam tarly,Little Same. As if I'd cut their throats myself.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,sam tarly,She might have.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,What was she like?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Oh? How big were her feet?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,I want you to tell me what it was like to have someone. To be with someone. To love someone and have them love you back. We're all gonna die a lot sooner than I'd planned. You're the closest I'll ever get to know it.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,No...she just had a baby! ...and she never offered.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"The interesting thing is, our vows never specifically forbid intimate relations with women."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"I shall take no wife"" yes, that's in there, there's no denying that. ""I shall father no children"" it's very specific. But what our vows have to say about other...activities...is open to interpretation."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Anyway, there's nothing for him to interpret. We didn't. So what's it like?"
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"No, you're really not."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,There'll be arrows for all of us soon I imagine.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,They've already done the worst thing to me they could ever do.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Maester Aemon. How did you know-
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Let me help you.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Maester Faull
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,But what he says about what they do...it's all true. It's exactly what the survivors of their raids report.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,I don't love her.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,No.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,You were?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"I'm sorry Maester, I didn't mean it like that."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Who was she?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Pyp! Open the gate.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Yes!
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Oh, Pyp. Open the fucking gate!"
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Yes, well, best get used to it."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Are you alright? Shh, you're alright. Yeah, of course you are my brave little fella."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,I'm so so sorry. I didn't know until I got back.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Never.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Anyone who tries to throw you out will be having words with me. From now on, wherever you go, I go too."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,You'll be safe down here. I'll check on you as soon as I can.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,I'm not leaving you!
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,I...I didn't mean in the same room.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Help my brothers.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,I can't just hide here with you while they're fighting out there.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Look. I am a man of the Night's Watch, Gilly. I made a promise to defend The Wall and I have to keep it, because that's what men do."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,I promise you I won't die.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,There's a lot more Wildlings on the other side of the wall than this side. We've got us some weapons and things. This is the perfect place for us to be.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Of course I'm afraid, there's a band of Wildlings coming to kill us."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"I didn't know I was going to kill it, but I had to do something I didn't have any choice, he was going to kill Gilly and take the baby. If someone had asked me my name right then, I wouldn't have known. I wasn't Samwell Tarly anymore. I wasn't a Steward in the Night's Watch or son of Randyll Tarly or any of that. I was nothing at all. And when you're nothing at all, there's no more reason to be afraid."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Yes, well, I'm not nothing anymore."
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Did you get one?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Yeah?
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,If you keep missing we will.
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,"Oh, is it over?"
2014-06-08,Season 4,Episode 9,The Watchers on the Wall,sam tarly,Well then. *hands Pyp a loaded crossbow*
