Release Date,Season,Episode,Episode Title,Name,Sentence
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,The opportunity for Jon Snow to cut my throat in my sleep.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"I've done a lot, haven't I? Things I never imagined myself doing."
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,You may be right. But I've gone too far to pretend to be anything else.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"You hear that? That's the mating call of the Northmen. They want to fuck us. Well, I haven't had a good fuck in weeks. I'm ready for one."
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,They say every Ironborn man is worth a dozen from the mainland.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,You think they're right?
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"We die today, brothers. We die bleeding from a hundred wounds with arrows in our necks and spears in our guts, but our war cries will echo through eternity. They will sing about the battle of Winterfell until the Iron Islands have slipped beneath the waves. Every man, woman and child will know who we were and how long we stood. Aggar and Gelmarr, Wex and Urzen, Stygg and Black Lorren. Ironborn warriors will cry out our names as they leap onto the shores of Seagard and Faircastle."
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,Mothers will name their sons for us.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,Girls will think of us with their lovers inside them.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,And whoever kills that fucking horn-blower will stand in bronze above the shores of Pyke!
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,What is dead may never die!
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,Where am I? Who are you? What do you want?
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,Stop! Stop!
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,About what?
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,I don't know what you want.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,What truth?
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,I took it to-I took it-
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,No one. I took it on my own.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,To take the North while it was vulnerable.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,Hold it. Rule it.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,Why did you do that?
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,I took it to bring glory to my house and my father.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,"Wait. Wait, wait, wait. I took it because I hated the Starks. I hated them for holding me prisoner. I wanted to hurt them."
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,What are you doing?
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,Please.
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,"I'll tell you anything. Just take it off. Please. Please, just take it off."
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,Yara?
2013-04-07,Season 3,Episode 2,"Dark Wings, Dark Words",theon greyjoy,"No, don't go. Please, please. No, please don't leave me. Please, please. Please, please don't go! Please. Please. Don't leave me. Please don't go."
2013-04-14,Season 3,Episode 3,Walk of Punishment,theon greyjoy,I can ride.
2013-04-14,Season 3,Episode 3,Walk of Punishment,theon greyjoy,I'll make you a Lord of the Iron Islands for this.
2013-04-14,Season 3,Episode 3,Walk of Punishment,theon greyjoy,Come on. Come on. Come on. Come on. Come on.
2013-04-14,Season 3,Episode 3,Walk of Punishment,theon greyjoy,Come on! Come on! Come on! Come on.
2013-04-14,Season 3,Episode 3,Walk of Punishment,theon greyjoy,"No! No! No, no, no!"
2013-04-14,Season 3,Episode 3,Walk of Punishment,theon greyjoy,"No, please! No, no, no! No, don't!"
2013-04-14,Season 3,Episode 3,Walk of Punishment,theon greyjoy,"No, please! No! No!"
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Wa-
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Please.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,"I'll tell you everything, please."
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,"If I win, you'll let me go?"
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,The North.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Deepwood Motte.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Last Hearth.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Karhold!
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,No. It was just a guess.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Torrhen Karstark.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,He was your brother. Your father is Lord Rickard Karstark.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,You swore to tell me if I-
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Lord Rickard Karstark is Robb Stark's bannerman. I betrayed Robb. That's why you're torturing me.
2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,"Please, cut it off! Cut it off! Cut it off!"
2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,theon greyjoy,Where is he?
2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,theon greyjoy,Please.
2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,theon greyjoy,He sent you.
2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,theon greyjoy,Help me. If he comes back-
2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,theon greyjoy,"Please. No. No! Mercy, please! Please, mercy! Mercy!"
2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,theon greyjoy,"No! No! No! Please, no! No! No! No, please! Please!"
2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Kill me.
2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Kill me!
2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Theon Greyjoy.
2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Th- Theon Greyjoy.
2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Please.
2013-06-09,Season 3,Episode 10,Mhysa,theon greyjoy,Reek. My name is Reek.
2014-04-13,Season 4,Episode 2,The Lion and the Rose,theon greyjoy,"A fine shot, master. My lady."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,theon greyjoy,"I'm sorry, my lord."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,theon greyjoy,"I don't know, my lord."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,theon greyjoy,"No, my lord. Just two farm boys."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,theon greyjoy,"Yes, my lord."
2014-04-13,Season 4,Episode 2,The Lion and the Rose,theon greyjoy,Jon Snow is at Castle Black.
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,No!
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,You can't trick me. Tell him. Tell him you couldn't trick me.
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,Not Theon! Reek! Reek! My name is Reek!
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,"No, you can't! You can't!"
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,"No, I don't believe her! I know who I am! I'm Reek! Reek! Loyal Reek! Good Reek! I've always been Reek!"
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,I'm Reek! Loyal Reek!
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,Reward?
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,I-- I didn't want them to take me. I was so scared. I didn't want them--
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,"Yes, of course, my lord."
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,But how can--
2014-05-11,Season 4,Episode 6,The Laws of Gods and Men,theon greyjoy,Pretend to be who?
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,"I'm Theon Greyjoy, son of Balon, heir to the Iron Islands."
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,I'm Reek.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,Always. Forever.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,Yes.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,I was born on Pike to Balon Greyjoy. His third and last-living son. I am your prince. I swear it by the drowned god. What is dead may never die.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,Lord Bolton took me captive after Winterfell. He sent me to treat with you in good faith as your fellow Ironborn.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,You are fading from sickness. You are badly outnumbered and you're hundreds of miles from the sea. Lord Bolton implores you to protect your men and abandon this fortress you can no longer hold. Do this and he will be just and fair with you as he is being with me. The Boltons will give you safe passage to the stony shore.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,"My own father, your king, surrendered years ago to Robert Baratheon. I watched him bend the knee. There was no shame there. He fought with honor, as did you."
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,"I'm sorry, I didn't hear..."
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,scared* You don't know.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,whispering* Reek. Reek.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,Reek.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,Yes. Have your men raise the white flag and open the gates. You're going home.
2014-06-01,Season 4,Episode 8,The Mountain and the Viper,theon greyjoy,Yes m'lord. Will we go home now?
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,You shouldn't be here.
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,"No, my lord."
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,She saw me.
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,Sansa. Lady Sansa. She came to the kennels.
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,"Yes. I'm sorry, master. Forgive me. I didn't think -"
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,"Yes, master."
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,I'm sorry.
2015-05-10,Season 5,Episode 5,Kill the Boy,theon greyjoy,For killing your brothers.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",theon greyjoy,"I've come to escort you to the Godswood, my lady. If you please, my lady, will you take my arm?"
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",theon greyjoy,"Lord Ramsay, he said I'm to take your arm."
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",theon greyjoy,Please. He'll punish me.
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",theon greyjoy,"Sansa of the House Stark comes here to be wed. A woman grown, trueborn and noble. She comes to beg the blessings of the gods. Who comes to claim her?"
2015-05-17,Season 5,Episode 6,"Unbowed, Unbent, Unbroken",theon greyjoy,Theon of House Greyjoy. Who was… who was her father's ward.
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,"Not Theon, my lady. Reek."
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,You're his wife now.
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,Do what he says. Do what he says or he'll hurt you.
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,It can. It can always be worse.
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,Please…
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,I'm sorry. I'm sorry!
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,He'll see us. You don't know him.
2015-05-24,Season 5,Episode 7,The Gift,theon greyjoy,"Reek, my lady, Reek!"
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,Not Theon. There is no Theon. Reek.
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,"I was helping you. You were trying to escape, there is no escape. Not ever. Theon Greyjoy tried to escape. The master knew. He knows everything. He hunted him, he caught him, he strapped him to a cross, and cut away piece after piece until there was no Theon left."
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,I deserved everything. I deserve to be Reek. I did terrible things. Turned on Robb. Captured Winterfell. Killed those boys.
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,"They weren't “those boys”, they were Bran and Rickon. They were your brothers, you'd know them since they were born."
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,They weren't. They were only--
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,I can't..
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,"I can't, not unless the master says..."
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,They weren't...
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,They weren't Bran and Rickon! I couldn't find them. It was two farm boys. I killed them and burned them so no one would know.
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,I can't talk to you anymore.
2015-05-31,Season 5,Episode 8,Hardhome,theon greyjoy,"Not Theon, Reek!"
2015-06-14,Season 5,Episode 10,Mother’s Mercy,theon greyjoy,Go with her. Please.
2015-06-14,Season 5,Episode 10,Mother’s Mercy,theon greyjoy,He's coming back.
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,We can't stop
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,We have to cross here
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,It's the only way to throw off the hounds
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,I've seen what his hounds do to a person This way is better
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,Over here Come on
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,Sansa Sansa
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,Stay here. I'll lure them away
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,"You will Go north, only north Jon is Lord Commander at Castle Black He'll help you"
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,Dead
2015-04-24,Season 6,Episode 1,The Red Woman,theon greyjoy,She broke her leg jumping from the ramparts I left her to die in the snow
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,We shouldn't be lighting fires It's not safe He won't stop hunting us
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,Jon will have me killed the moment I step through the gate
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,"And the truth about the farm boys I killed in their place The truth about Ser Rodrik, who I beheaded"
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,"And the truth about Rob, who I betrayed"
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,I don't want to be forgiven I can never make amends to your family for all the things that I've done They'll keep you safer than I ever could
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,I would have taken you all the way to the Wall I would have died to get you there
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,May I take one of the horses?
2016-05-01,Season 6,Episode 2,Home,theon greyjoy,Home
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,approaches Pyke Castle by boat.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,I escaped.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,I'm sorry.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,I know. I know and I'm sorry.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,He broke me. He broke me into a thousand pieces.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,You don't know.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,Where else could I go?
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,"No, no. I only heard he died after we docked."
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,I didn't know.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,I don't want to be king.
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,I shouldo ve listened to you. You're the only one --
2016-05-15,Season 6,Episode 4,Book of the Stranger,theon greyjoy,You should rule the Iron Islands. Let me help you.
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,I am Theon Greyjoy...last living son of Balon Greyjoy.
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,"And she is your rightful ruler. Those of you that have sailed under her, and there are many of you here, you know what she is."
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,She is a reaver!
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,She is a warrior!
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,She is ironborn!
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,We will find no better leader. This is our queen.
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,"That would have been hard to do. You weren't here. Last I heard, you were gallivanting around the world having a grand old time."
2016-05-22,Season 6,Episode 5,The Door,theon greyjoy,You were gone. Yara was here. Being Ironborn. Leading Ironborn. Getting ready to bring us back to glory.
2016-06-05,Season 6,Episode 7,The Broken Man,theon greyjoy,Why did we have to come here?
2016-06-05,Season 6,Episode 7,The Broken Man,theon greyjoy,I don't want one.
2016-06-05,Season 6,Episode 7,The Broken Man,theon greyjoy,You think Uncle Euron's hunting for us?
2016-06-05,Season 6,Episode 7,The Broken Man,theon greyjoy,He'll find us.
2016-06-05,Season 6,Episode 7,The Broken Man,theon greyjoy,I don't want any.
2016-06-05,Season 6,Episode 7,The Broken Man,theon greyjoy,Some bad years?
2016-06-05,Season 6,Episode 7,The Broken Man,theon greyjoy,"If I got justice, my burnt body would hang over the gates of Winterfell."
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,It was a long time ago.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,I didn't murder the Stark boys. But I did things that were just as bad or worse.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Not my claim. Hers.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,I'm not fit to rule.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Our Uncle Euron returned home after a long absence. He murdered our father and took the Salt Throne from yara. He would have murdered us if we had stayed.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,There are and Euron is building more. He's going to offer them to you.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,The Iron Fleet isn't all he's bringing. He also wants to give you --
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,He murdered our father and would have murdered us. He'll murder you as soon as you have what he wants.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,All of them.
2016-06-19,Season 6,Episode 9,Battle of the Bastards,theon greyjoy,Your ancestors defeated ours and took the Iron Islands. We ask you to give them back.
2017-07-23,Season 7,Episode 2,Stormborn,theon greyjoy,It's fine.
2017-07-23,Season 7,Episode 2,Stormborn,theon greyjoy,Whatever my queen demands.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,theon greyjoy,Euron has her.
2017-07-30,Season 7,Episode 3,The Queen’s Justice,theon greyjoy,I couldn't save her. I tried.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,"GREYJOY and other Iron Born are pulling their landing boat onto the beach wading through the surf. They pull the boat onto the sand. JON SNOW, MISSANDEI, DAVOS and Dothraki guards are waiting to meet them. JON sees THEON and both men freeze and stare at each other. JON steps forward towards THEON."
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,Jon. I didn't know you were here.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,steps closer to JON.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,"Sansa, is she all right?"
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,I should be.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,Euron has her. I came to ask the queen to help get her back.
2017-08-06,Season 7,Episode 4,The Spoils Of War,theon greyjoy,Where did she go?
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,Jon.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,Can I speak with you?
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,"What you did in King's Landing, what you said... You couldo ve lied to Cersei about bending the knee to Daenerys. You risked everything to tell an enemy the truth."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,"You've always known what was right. Even when we were all young and stupid, you always knew. Every step you take it's always the right step."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,"Not compared to me, you haven't."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,I always wanted to do the right thing. Be the right kind of person. But I never knew what that meant. It always seemed like there's like there was an impossible choice I had to make. Stark or Greyjoy.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,He was.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,I did.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,But the things I've done.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,"When I was Ramsay's prisoner, Yara tried to save me. She's the only one who tried to save me. She needs me now."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,All of us chose to follow Yara. We left the Iron Islands for Yara. She would never leave one of us behind. We're not leaving her behind.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,She's not dead.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,She's our queen
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,I did. I ran from my uncle.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,We're done with all that.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,"Yara did. She made a pledge. We're going to find her, and we're going to set her free."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,theon greyjoy,Not for me. For Yara!
2019-04-14,Season 8,Episode 1,Winterfell,theon greyjoy,Daenerys went north.
2019-04-14,Season 8,Episode 1,Winterfell,theon greyjoy,You're my queen. I go where you command.
2019-04-14,Season 8,Episode 1,Winterfell,theon greyjoy,What is dead may never die.
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,My queen.
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,"She only has a few ships, and she couldn't sail them here. So, she's sailing to the Iron Islands instead, to take them back in your name."
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,"I want to fight for Winterfell, Lady Sansa, if you'll have me."
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,theon greyjoy,He won't be. I'll stay with him. With the Ironborn. I took this castle from you. Let me defend you now.
2019-04-28,Season 8,Episode 3,The Long Night,theon greyjoy,They lit the trench. Bran I just want you to know... I wish... The things I did
2019-04-28,Season 8,Episode 3,The Long Night,theon greyjoy,Go where?
2019-04-28,Season 8,Episode 3,The Long Night,theon greyjoy,Here they come!
2019-04-28,Season 8,Episode 3,The Long Night,theon greyjoy,"Steady, lads."
2019-04-28,Season 8,Episode 3,The Long Night,theon greyjoy,Steady now. Make every shot count.
